nama_produk,energy,saturated_fats,sugars,sodium,proteins,fibers,fruits_vegetables,n_points,p_points,nutri_score,category
Greenfields_Yogurt_YogurtDrinkBlueberry_240mL,180,3.0,26.0,0.1,4,4,0,15.136966564255792,2.2,12.93696656425579,D
Greenfields_Yogurt_YogurtOriginal_125g,140,3.0,15.0,0.035,4,4,0,13.091006190603764,2.2,10.891006190603765,D
Greenfields_Yogurt_YogurtMango_125g,150,2.5,17.0,0.03,4,4,0,14.76567916909759,2.2,12.565679169097589,D
Greenfields_Yogurt_YogurtBlueberry_125g,140,2.5,17.0,0.03,4,4,0,13.871191631344953,2.2,11.671191631344954,D
Greenfields_Yogurt_YogurtStrawberry_125g,140,2.5,17.0,0.03,4,4,0,13.871191631344953,2.2,11.671191631344954,D
Cimory_Yogurt_YogurtDrinkBlueberry_200mL,140,0.0,25.0,0.12,2,5,0,13.930099066875515,2.80867952952083,11.121419537354685,D
Cimory_Yogurt_YogurtDrinkStrawberry_200mL,140,0.0,25.0,0.12,2,5,0,13.930099066875515,2.80867952952083,11.121419537354685,D
Cimory_Yogurt_YogurtDrinkLowFatStrawberryMango_250mL,200,1.5,29.0,0.085,7,5,0,15.919842361472602,2.80867952952083,13.111162831951772,D
Cimory_Yogurt_YogurtDrinkMixedBerry_250mL,190,1.0,28.0,0.065,6,6,0,15.713400450002021,4.95039974452846,10.763000705473562,D
Cimory_Yogurt_YogurtDrinkMixFruits_250mL,190,1.5,28.0,0.065,6,6,0,16.8215713820849,4.95039974452846,11.87117163755644,D
Cimory_Yogurt_YogurtDrinkLychee_250mL,190,1.5,29.0,0.065,6,6,0,15.559800884455953,4.95039974452846,10.609401139927492,D
Cimory_Yogurt_YogurtDrinkBlueberry_250mL,200,2.0,26.0,0.08,4,6,0,16.238095238095237,3.9536294939317607,12.284465744163477,D
Cimory_Yogurt_YogurtDrinkStrawberry_250Ml,200,2.0,26.0,0.08,4,6,0,16.238095238095237,3.9536294939317607,12.284465744163477,D
Cimory_Yogurt_YogurtSqueezeBitesStrawberry_120g,70,0.0,9.0,0.06,2,0,0,4.490521385128506,1.0,3.490521385128506,C
Cimory_Yogurt_YogurtSqueezeBrownSugar_120g,100,2.0,13.0,0.05,4,3,0,8.18497902163324,2.523809523809524,5.661169497823716,C
Cimory_Yogurt_YogurtSqueezeMangoStickyRice_120g,70,1.0,8.0,0.035,3,0,0,6.46044484664976,2.4989583333333334,3.9614865133164265,C
Cimory_Yogurt_YogurtSqueezeStrawberry_120g,70,0.0,9.0,0.06,2,0,0,4.490521385128506,1.0,3.490521385128506,C
Cimory_Yogurt_YogurtSqueezeBlueberry_120g,70,0.0,9.0,0.06,2,0,0,4.490521385128506,1.0,3.490521385128506,C
Cimory_Yogurt_YogurtSqueezeOriginal_120g,70,0.0,7.0,0.06,2,0,0,5.5872208931419465,1.0,4.5872208931419465,C
Kin_Yogurt_YogurtDrinkBlueberry_200mL,100,0.0,16.0,0.03,3,0,0,6.729696171993614,2.4989583333333334,4.23073783866028,C
Kin_Yogurt_YogurtDrinkOriginal_200mL,100,0.0,16.0,0.035,3,0,0,6.729696171993614,2.4989583333333334,4.23073783866028,C
Kin_Yogurt_YogurtDrinkStrawberry_200mL,100,0.0,17.0,0.03,3,0,0,9.817644899824606,2.4989583333333334,7.318686566491272,C
HeavenlyBlush_Yogurt_GreekYogurtDrinkStrawberry_200mL,120,2.0,11.0,0.105,4,4,0,9.330410000942477,2.2,7.130410000942477,C
HeavenlyBlush_Yogurt_GreekYogurtDrinkClassic_200mL,120,2.5,12.0,0.11,4,4,0,9.156582308720067,2.2,6.956582308720066,C
Biokul_Yogurt_YogurtDrinkStrawberry_150mL,100,1.0,14.0,0.03,2,2,0,10.999999999999998,1.0,9.999999999999998,C
Biokul_Yogurt_YogurtDrinkMangga_150mL,90,0.5,15.0,0.04,2,2,0,8.524540978009178,1.0,7.524540978009178,C
Biokul_Yogurt_YogurtDrinkPlain_150mL,90,1.0,14.0,0.035,2,2,0,10.999999999999998,1.0,9.999999999999998,C
Biokul_Yogurt_YogurtDrinkBlueberry_150mL,90,1.0,15.0,0.035,2,2,0,10.686274509803921,1.0,9.686274509803921,C
Biokul_Yogurt_ToGo!YogurtMangga_80g,100,1.5,12.0,0.035,3,2,0,8.656084668054445,2.4989583333333334,6.157126334721112,C
Biokul_Yogurt_ToGo!YogurtBlueberry_80g,100,1.5,11.0,0.035,4,2,0,9.048700377677653,2.2,6.848700377677653,C
Biokul_Yogurt_ToGo!YogurtPlain_80g,100,2.0,8.0,0.04,4,2,0,7.087979522616694,2.2,4.8879795226166936,C
Biokul_Yogurt_ToGo!YogurtLychee_80g,100,1.5,10.0,0.035,4,2,0,9.151940330074575,2.2,6.951940330074575,C
Biokul_Yogurt_ToGo!YogurtStrawberry_80g,110,2.0,11.0,0.04,4,2,0,9.147619187021185,2.2,6.947619187021185,C
Yoyic_Yogurt_MinumanSusuFermentasiMangga_200mL,160,3.5,22.0,0.04,4,3,0,16.076225113539103,2.523809523809524,13.552415589729579,D
Yakult_Yogurt_MinumanFermentasi5X65mL,50,0.0,10.0,0.01,1,0,0,7.814814814814813,1.0,6.814814814814813,C
Yakult_Yogurt_MinumanFermentasiLightLessSugar_5x65mL,25,0.0,3.0,0.015,1,0,0,1.3333333333333333,1.0,0.33333333333333326,B
PocariSweat_Isotonik_IonWaterMinumanIsotonik_500mL,35,0.0,9.0,0.13,0,0,0,4.490521385128506,1.0,3.490521385128506,C
PocariSweat_Isotonik_IonWaterMinumanIsotonik_350mL,35,0.0,9.0,0.13,0,0,0,4.490521385128506,1.0,3.490521385128506,C
PocariSweat_Isotonik_MinumanIsotonik_350mL,70,0.0,16.0,0..12,0,0,0,7.863387978142076,1.0,6.863387978142076,C
PocariSweat_Isotonik_MinumanIsotonik_500mL,70,0.0,16.0,0.12,0,0,0,7.863387978142076,1.0,6.863387978142076,C
PocariSweat_Isotonik_MinumanIsotonik_900mL,70,0.0,14.0,0.12,0,0,0,10.037037037037035,1.0,9.037037037037035,C
Isoplus_Isotonik_MinumanIsotonikCoco_350mL,50,0.0,12.0,0.095,0,0,0,7.059139784946237,1.0,6.059139784946237,C
Isoplus_Isotonik_MinumanIsotonik_350mL,100,0.0,23.0,0.19,0,0,0,7.783756697673799,1.0,6.783756697673799,C
YouC1000_Isotonik_IsotonicDrinkOrangeWater_500Ml,160,0.0,40.0,0.06,0,0,0,4.967173191054186,1.0,3.9671731910541856,C
YouC1000_Isotonik_IsotonicDrinkLemonWater_500Ml,150,0.0,37.0,0.06,0,0,0,2.2369524680327904,1.0,1.2369524680327904,B
YouC1000_Isotonik_HealthDrinkVitaminMango_140mL,80,0.0,20.0,0.055,0,0,0,11.331469936475065,1.0,10.331469936475065,D
YouC1000_Isotonik_HealthDrinkVitaminOrange_140Ml,80,0.0,20.0,0.06,0,0,0,11.331469936475065,1.0,10.331469936475065,D
YouC1000_Isotonik_HealthDrinkVitaminLemon_140Ml,70,0.0,16.0,0.1,0,0,0,7.863387978142076,1.0,6.863387978142076,C
YouC1000_Isotonik_HealthDrinkVitaminApple_140Ml,60,0.0,14.0,0.045,0,0,0,10.037037037037035,1.0,9.037037037037035,C
HydroCoco_Isotonik_NaturalHealthDrink_500mL,0,0.0,10.0,0.1,0,0,0,7.814814814814813,1.0,6.814814814814813,C
HydroCoco_Isotonik_NaturalHealthDrink_250mL,70,0.0,16.0,0.11,0,0,0,7.863387978142076,1.0,6.863387978142076,C
Mizone_Isotonik_ActiveMinumanIsotonikLycheeLemon_500mL,35,0.0,9.0,0.065,0,0,0,4.490521385128506,1.0,3.490521385128506,C
Mizone_Isotonik_MoodUpMinumanIsotonikCranberry_500mL,35,0.0,9.0,0.065,0,0,0,4.490521385128506,1.0,3.490521385128506,C
Sprite_Soda_SoftDrink_390mL,100,0.0,25.0,0.04,0,0,0,12.090655684054932,1.0,11.090655684054932,D
Sprite_Soda_SoftDrinkWaterlymon_425mL,50,0.0,15.0,0.04,0,0,0,9.62280701754386,1.0,8.62280701754386,C
Coca-Cola_Soda_SoftDrinkOriginal_1000mL,100,0.0,27.0,0.015,0,0,0,14.220387971895718,1.0,13.220387971895718,D
Coca-Cola_Soda_SoftDrinkZeroSugar_1000mL,0,0.0,0.0,0.02,0,0,0,1.3333333333333333,1.0,0.33333333333333326,B
Coca-Cola_Soda_SoftDrinkZeroSugar_390mL,0,0.0,0.0,0.02,0,0,0,1.3333333333333333,1.0,0.33333333333333326,B
GreenSands_SodaSoftDrinkLemon&Grape_250mL,90,0.0,17.0,0.015,0,0,0,9.71085733678067,1.0,8.71085733678067,C
GreenSands_SodaOriginalLime&Apple_250mL,90,0.0,18.0,0.015,0,0,0,9.268358449702431,1.0,8.268358449702431,C
GreenSands_SodaOriginalLime&Apple_330mL,90,0.0,18.0,0.015,0,0,0,9.268358449702431,1.0,8.268358449702431,C
Groovy_Soda_SoftDrinkRootBrew_250mL,130,0.0,28.0,0.01,0,0,0,15.165741854448568,1.0,14.165741854448568,D
Groovy_Soda_SoftDrinkRootBrew_330mL,130,0.0,28.0,0.01,0,0,0,15.165741854448568,1.0,14.165741854448568,D
A&W_Soda_SoftDrinkSarsaparila_250mL,50,0.0,12.0,0.01,0,0,0,7.059139784946237,1.0,6.059139784946237,C
Polaris_Soda_SoftDrinkSarsaparila_330mL,0,0.0,0.0,0.075,0,0,0,1.3333333333333333,1.0,0.33333333333333326,B
Buavita_Jus_JuiceOrange_1000mL,120,0.0,18.0,0.005,0,0,0,9.771872504150057,1.0,8.771872504150057,C
Buavita_Jus_JuiceGuava_1000mL,130,0.0,23.0,0.04,0,3,0,8.384925944114773,2.523809523809524,5.861116420305249,C
Buavita_Jus_JuiceMango_1000mL,110,0.0,24.0,0,0,0,0,13.018583138528104,1.0,12.018583138528104,D
Buavita_Jus_JuiceApple_1000mL,110,0.0,23.0,0.045,0,0,0,7.920602209072029,1.0,6.920602209072029,C
Buavita_Jus_JuiceApple_500mL,110,0.0,23.0,0.045,0,0,0,7.920602209072029,1.0,6.920602209072029,C
Buavita_Jus_JuiceApple_250mL,110,0.0,23.0,0.045,0,0,0,7.920602209072029,1.0,6.920602209072029,C
Buavita_Jus_JuiceGuava_500mL,130,0.0,23.0,0.04,0,3,0,8.384925944114773,2.523809523809524,5.861116420305249,C
Buavita_Jus_JuiceSlimKoreanWhitePeach_245mL,110,0.0,20.0,0.07,2,1,0,11.50431671336452,1.0,10.50431671336452,D
Buavita_Jus_JuiceSlimLychee_250mL,120,0.0,27.0,0.03,0,0,0,14.986383145287933,1.0,13.986383145287933,D
Buavita_Jus_JuiceOrange_250Ml,120,0.0,18.0,0.005,0,0,0,9.771872504150057,1.0,8.771872504150057,C
Buavita_Jus_JuiceGuava_250mL,130,0.0,23.0,0.04,0,3,0,8.384925944114773,2.523809523809524,5.861116420305249,C
Buavita_Jus_JuiceMango_250mL,110,0.0,24.0,0,0,0,0,13.018583138528104,1.0,12.018583138528104,D
Abc_Jus_JuiceMango_250 mL,130,0.0,24.0,0.03,0,0,0,13.933653265793813,1.0,12.933653265793813,D
Abc_Jus_JuiceLychee_250mL,110,0.0,21.0,0.035,0,0,0,11.195440444134112,1.0,10.195440444134112,D
MinuteMaid_Jus_JuicePulpyOrange300mL,130,0.0,27.0,0.045,0,0,0,15.6144040448935,1.0,14.6144040448935,D
MinuteMaid_Jus_NutriboostOrange_300mL,170,0.5,31.0,0.18,2,0,0,18.109602984400063,1.0,17.109602984400063,D
MinuteMaid_Jus_NutriboostApel_300mL,170,1.0,31.0,0.18,1,0,0,17.064641135993735,1.0,16.064641135993735,D
MinuteMaid_Jus_NutriboostMango_300mL,170,1.0,31.0,0.18,2,0,0,17.064641135993735,1.0,16.064641135993735,D
MinuteMaid_Jus_NutriboostStrawberry_300mL,90,0.5,16.0,0.09,1,0,0,7.235352491315787,1.0,6.235352491315787,C
Floridina_Jus_JuicePulpOrange_350mL,80,0.0,19.0,0.025,0,0,0,7.73075574582848,1.0,6.73075574582848,C
Floridina_Jus_JuicePulpCocoBit_350mL,90,0.0,19.0,0.025,0,0,0,7.624598396066158,1.0,6.624598396066158,C
Floridina_Jus_JuicePulpCocoBitSplashMango_350mL,170,0.0,40.0,0.025,0,0,0,5.5710635252503575,1.0,4.5710635252503575,C
Floridina_Jus_JuicePulpCocoBitSplashGuava_350mL,170,0.0,40.0,0.025,0,0,0,5.5710635252503575,1.0,4.5710635252503575,C
Floridina_Jus_JuicePulpCocoBitLychee_350mL,180,0.0,40.0,0.03,0,0,0,5.498552456652287,1.0,4.498552456652287,C
MrNatta_Jelly_NataDeCocoJellyBlueberry_126mL,15,0.0,2.0,0.07,0,0,0,1.3333333333333333,1.0,0.33333333333333326,B
MrNatta_Jelly_NataDeCocoJellyPeach_126mL,15,0.0,2.0,0.04,0,0,0,1.3333333333333333,1.0,0.33333333333333326,B
MrNatta_Jelly_NataDeCocoJellyLychee_126mL,15,0.0,2.0,0.065,0,0,0,1.3333333333333333,1.0,0.33333333333333326,B
UltraJuice_Jus_KacangHijau_250mL,80,0.0,17.0,0.065,1,0,0,9.854146845915167,1.0,8.854146845915167,C
Ultra_SariAsam_SariAsamAsliSlim_250mL,130,0.0,29.0,0.1,0,0,0,13.632423137983677,1.0,12.632423137983677,D
