nama_produk,energy,saturated_fats,sugars,sodium,proteins,fibers,fruits_vegetables,n_points,p_points,nutri_score,category
Cimory_Susu_FreshMilkUhtChocoTiramisu_250mL,110,2.0,12.0,0.06,4,0,0,8.88746514502503,2.2,6.687465145025031,C
Cimory_Susu_FreshMilkUhtMarieBiscuits_250mL,160,3.5,15.0,0.11,5,0,0,13.489698787921625,4.230854360336433,9.258844427585192,C
Cimory_Susu_FreshMilkUhtHazelnut_250Ml,110,2.0,10.0,0.065,3,0,0,9.226055112407701,2.4989583333333334,6.727096779074368,C
Cimory_Susu_FreshMilkUhtAlmond_250Ml,110,2.0,10.0,0.065,3,0,0,9.226055112407701,2.4989583333333334,6.727096779074368,C
Cimory_Susu_FreshMilkUhtCashew_250Ml,110,2.0,10.0,0.065,3,0,0,9.226055112407701,2.4989583333333334,6.727096779074368,C
Cimory_Susu_FreshMilkUhtChocolate_250Ml,180,3.5,15.0,0.11,5,0,0,13.01659457919892,4.230854360336433,8.785740218862486,C
Cimory_Susu_FreshMilkUhtStrawberry_250Ml,160,3.5,15.0,0.11,5,0,0,13.489698787921625,4.230854360336433,9.258844427585192,C
Cimory_Susu_FreshMilkUhtChocoMint_250mL,110,2.0,12.0,0.06,4,0,0,8.88746514502503,2.2,6.687465145025031,C
Cimory_Susu_FreshMilkUhtChocoMalt_250mL,110,2.0,10.0,0.065,3,0,0,9.226055112407701,2.4989583333333334,6.727096779074368,C
Cimory_Susu_FreshMilkUhtSaltedCaramel_250mL,110,2.0,12.0,0.06,4,0,0,8.88746514502503,2.2,6.687465145025031,C
Cimory_Susu_FreshMilkUhtMatcha_250mL,160,3.5,15.0,0.11,5,0,0,13.489698787921625,4.230854360336433,9.258844427585192,C
Cimory_Susu_FreshMilkUhtPlain_950mL,130,0.5,,0.09,6,0,0,3.4132134317404974,3.888888888888889,-0.47567545714839143,A
OatsideOat_Susu_Milk_Coffee_200mL,150,0.5,12.0,0.09,1,0,0,7.686647579806176,1.0,6.686647579806176,C
OatsideOat_Susu_Milk_BaristaBlend_200mL,130,0.5,6.0,0.095,1,0,0,3.4132134317404974,1.0,2.4132134317404974,C
OatsideOat_Susu_Milk_Chocolate_200mL,170,1.0,10.0,0.09,3,0,0,9.007312385766157,2.4989583333333334,6.508354052432824,C
OatsideOat_Susu_Milk_BaristaBlend_1L,130,0.5,6.0,0.095,1,0,0,3.4132134317404974,1.0,2.4132134317404974,C
OatsideOat_Susu_Milk_ChocolateHazelnut_1L,180,0.5,10.0,0.09,3,0,0,8.834394746901973,2.4989583333333334,6.335436413568639,C
OatsideOat_Susu_Milk_Chocolate_1L,170,1.0,10.0,0.09,3,0,0,9.007312385766157,2.4989583333333334,6.508354052432824,C
GoodDay_Kopi_CoffeeDrinkGroovyCookies_250mL,160,2.5,24.0,0.075,1,1,0,20.475082859019277,1.0,19.475082859019277,E
GoodDay_Kopi_CoffeeDrinkCappuccin_250mL,160,4.0,24.0,0.04,1,3,0,19.45916806688843,2.523809523809524,16.935358543078905,D
GoodDay_Kopi_CoffeeDrinkAvocadoDelight_250mL,150,2.5,22.0,0.055,0,1,0,15.680750020718017,1.0,14.680750020718017,D
GoodDay_Kopi_CoffeeDrinkTiramisuBliss_250mL,140,2.5,19.0,0.09,3,8,0,12.115507509323663,2.4989583333333334,9.616549175990329,C
GoodDay_Kopi_CoffeeDrinkFuntasicMocacinno_250mL,140,2.0,18.0,0.075,3,0,0,12.917781097756158,2.4989583333333334,10.418822764422824,D
KopiKenangan_Kopi_HanyaUntukmuCoffeeDrinkMantancino_220mL,160,3.5,20.0,0.16,3,0,0,16.948532814935014,2.4989583333333334,14.44957448160168,D
KopiKenangan_Kopi_HanyaUntukmuCoffeeDrinkBlackAren_220mL,190,3.5,25.0,0.14,3,0,0,17.486352645974744,2.4989583333333334,14.98739431264141,D
Nescafe_Kopi_CoffeeDrinkIceBlack_220mL,60,0.0,12.0,0.06,0,0,0,7.059139784946237,1.0,6.059139784946237,C
Nescafe_Kopi_CoffeeDrinkCaramelMacchiato_220mL,110,2.0,16.0,0.105,3,0,0,9.512943125987931,2.4989583333333334,7.013984792654598,C
Nescafe_Kopi_CoffeeDrinkLatte_220mL,110,2.5,16.0,0.105,2,0,0,9.654740870289997,1.0,8.654740870289997,C
Nescafe_Kopi_CoffeeDrinkCappuccino_220mL,130,3.5,14.0,0.105,2,0,0,12.738597145005011,1.0,11.738597145005011,D
Nescafe_Kopi_CoffeeCream_180mL,90,1.5,11.0,0.105,1,0,0,8.93336469530461,1.0,7.9333646953046095,C
Nescafe_Kopi_IceCoffeeMocha_240mL,140,1.5,22.0,0.14,4,0,0,15.166666666666664,2.2,12.966666666666665,D
Kopiko_Kopi_CoffeeLatte78C_240mL,150,0.0,23.0,0.27,3,0,0,9.205452300948355,2.4989583333333334,6.706493967615022,C
Kopiko_Kopi_MinumanKopiSusuLuckyDay_180mL,130,5.0,12.0,0.19,3,0,0,14.432743632562916,2.4989583333333334,11.933785299229584,D
KapalApi_Kopi_CoffeeDrinkSignatureStrongBlackCoffee_200mL,100,1.0,17.0,0.035,1,2,0,13.0,1.0,12.0,D
KapalApi_Kopi_CoffeeDrinkWhiteCoffee_200mL,130,3.0,18.0,0.07,1,3,0,13.977213514212044,2.523809523809524,11.45340399040252,D
KapalApi_Kopi_CoffeeDrinkSignatureOrginaBlackCoffee_200mL,100,0.5,19.0,0.01,1,2,0,8.380159921871554,1.0,7.380159921871554,C
Abc_Kopi_CoffeeDrinkMilkCoffee_200mL,140,3.5,14.0,0.13,1,1,0,13.341765644124205,1.0,12.341765644124205,D
Abc_Kopi_CoffeeDrinkChocomaltCoffee_200mL,150,4.0,18.0,0.06,7,2,0,17.39738179411545,2.046225614927905,15.351156179187544,D
Tora_Kopi_CafeMinumanIcedCappuccino_180mL,110,0.0,14.0,0.15,1,0,0,8.475783863037355,1.0,7.475783863037355,C
Caffino_Kopi_CoffeeReadyToDrinkOatCappuccino_200mL,130,2.5,15.0,0.12,1,0,0,11.269604224076618,1.0,10.269604224076618,D
Caffino_Kopi_CoffeeReadyToDrinkMilkyEspresso_200mL,150,5.0,20.0,0.075,1,0,0,21.135314844696538,1.0,20.135314844696538,E
Starbucks_Kopi_DoubleshotCoffeeDrinkEspressoLatte_220mL,120,2.0,16.0,0.06,4,0,0,9.742268081828534,2.2,7.542268081828534,C
Golda_Kopi_CoffeeDrinkDolceLatte_200mL,120,2.0,15.0,0.105,2,0,0,10.630542554921542,1.0,9.630542554921542,C
Golda_Kopi_CoffeeDrinkCappuccino_200mL,180,5.0,19.0,0.08,2,0,0,15.214434456284144,1.0,14.214434456284144,D
Greenfields_Yogurt_YogurtOriginal_110g,130,2.5,13.0,0.03,4,3,0,8.806801087802036,2.523809523809524,6.282991563992512,C
Greenfields_Yogurt_YogurtMango_110g,130,2.0,15.0,0.03,3,3,0,10.954942700344438,2.523809523809524,8.431133176534914,C
Greenfields_Yogurt_YogurtBlueberry_110g,130,2.0,15.0,0.025,2,3,0,10.954942700344438,2.523809523809524,8.431133176534914,C
Greenfields_Yogurt_YogurtStrawberry_110g,130,2.0,15.0,0.025,3,3,0,10.954942700344438,2.523809523809524,8.431133176534914,C
Greenfields_Yogurt_YogurtRaspberryLychee_110g,120,2.0,15.0,0.03,3,3,0,10.630542554921542,2.523809523809524,8.106733031112018,C
Greenfields_Yogurt_YogurtPeachyMango_110g,120,2.0,15.0,0.03,3,3,0,10.630542554921542,2.523809523809524,8.106733031112018,C
Greenfields_Yogurt_YogurtDrinkOriginal 240mL,180,3.0,25.0,0.125,5,4,0,16.745177868095475,4.211637120832594,12.53354074726288,D
Greenfields_Yogurt_YogurtDrinkLychee_240mL,180,3.0,26.0,0.105,4,4,0,15.136966564255792,2.2,12.93696656425579,D
Greenfields_Yogurt_YogurtDrinkStrawberry_240mL,180,3.0,26.0,0.1,4,4,0,15.136966564255792,2.2,12.93696656425579,D
Greenfields_Yogurt_YogurtDrinkMango_240mL,180,3.0,26.0,0.09,4,4,0,15.136966564255792,2.2,12.93696656425579,D
Greenfields_Yogurt_YogurtDrinkMerryBerryLychee_240mL,180,3.0,26.0,0.1,4,4,0,15.136966564255792,2.2,12.93696656425579,D
Greenfields_Yogurt_YogurtDrinkMixedFruit_240mL,180,3.0,26.0,0.12,4,4,0,15.136966564255792,2.2,12.93696656425579,D
